,Domain name,Company name,Twitter,Facebook,Domain_valid,Twitter_valid,Facebook_valid,response_time,error_type
1011,distillerie-hagmeyer.com,distillerie artisanale hagmeyer,unknown,distillerieartisanalehagmeyer,TRUE,TRUE,TRUE,Non-functional TooManyRedirects,
1012,layal.fr,layal spécialités libanaises,restaurantlayal,restaurantlayal,TRUE,TRUE,TRUE,0.663577,
1013,restaurant-lesenfantssages.com,les enfants sages,unknown,restaurantlesenfantssages,TRUE,TRUE,TRUE,1.365423,
1014,cosy-design.com,cosy design,cosy_design,cosydesignweb,TRUE,TRUE,TRUE,2.11173,
1015,mathildedelecotais.com,mathilde de l'ecotais,unknown,mathilde.delecotais,TRUE,TRUE,TRUE,0.815799,
1016,restaurant-ladress.fr,restaurant gastronomique l adress,unknown,ladressbessines,TRUE,TRUE,TRUE,1.654071,
1017,shoesyourpath.com,shoesyourpath,shoesyourpath,shoesyourpath,TRUE,TRUE,TRUE,0.620483,
1018,babelicot.fr,babelicot,unknown,babelicotbio,TRUE,TRUE,TRUE,1.962677,
1019,sigalous.com,domaine de sigalous,sigalous,sigalous,TRUE,TRUE,TRUE,3.570956,
1020,njordfood.com,njörd,njordfood,njordfood,TRUE,TRUE,TRUE,2.06049,
1021,chateaumiromesnil.com,ateliers au potager,unknown,unknown,TRUE,TRUE,TRUE,1.006901,
1022,vin-et-maree.restaurant,vin et maree,etmaree,vinetmaree,FALSE,TRUE,TRUE,-1,403
1023,chateau-maime.com,chateau maime events,unknown,chateaumaime83,TRUE,TRUE,TRUE,4.163679,
1024,labouledogue.fr,la bouledogue,la_bouledogue,la-bouledogue-783452625071538,TRUE,TRUE,FALSE,1.195146,
1025,artravelmagazine.com,artravel magazine,artravelmag,artravelmagazine,TRUE,TRUE,TRUE,1.154514,
1026,boismoze.com,bois mozé,boismoze,domaine.bois.moze,TRUE,TRUE,TRUE,1.98833,
1027,larmoireacuilleres.com,l'armoire a cuillers,unknown,larmoireacuilleres,TRUE,TRUE,TRUE,0.953047,
1028,moutarlier.ch,lucien mourtarlier,unknown,confiseriemoutarlier,TRUE,TRUE,TRUE,1.051548,
1029,lepontsaintetienne.fr,le pont saint-etienne,unknown,lepontsaintetienne,TRUE,TRUE,TRUE,1.109986,
1030,camillou.com,camillou,chezcamillou,chezcamillou,TRUE,TRUE,TRUE,0.979879,
1031,qualitymerignac.com,,unknown,unknown,TRUE,TRUE,TRUE,2.977803,
1032,larosepauillac.com,la rose pauillac,unknown,la-rose-pauillac-101726556577264,TRUE,TRUE,FALSE,0.814327,
1033,anavieja.com,aperitivos añavieja,anavieja,aperitivos.anavieja,TRUE,TRUE,TRUE,1.918928,
1034,etal-des-epices.com,etal des epices,unknown,etal.des.epices,TRUE,TRUE,TRUE,1.349331,
1035,columbuscafe.com,columbus café & co,columbus_cafe,columbuscafeofficielle,TRUE,TRUE,TRUE,1.436383,
1036,hotelcrystal.fr,,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1037,restaurant-alatruite.com,,unknown,unknown,TRUE,TRUE,TRUE,3.21926,
1038,traversiercnb.ca,mes réservations,unknown,unknown,TRUE,TRUE,TRUE,1.309666,
1039,jugetsudo.fr,jugetsudo,unknown,jugetsudo-by-maruyama-nori-118001054933046,TRUE,TRUE,FALSE,1.748047,
1040,auberge-lanaudiere.com,auberge du vieux,unknown,aubergelanaudiere,TRUE,TRUE,TRUE,2.180931,
1041,xwine.se,xwine,unknown,xwine.se,TRUE,TRUE,TRUE,0.329947,
1042,biscuit-sainte-mere-eglise.com,le biscuit de sainte-mère-église,unknown,unknown,TRUE,TRUE,TRUE,0.941918,
1043,chaises-lelievre.com,chaises lelièvre,unknown,chaiseslelievre,TRUE,TRUE,TRUE,0.990191,
1044,golfbellechasse.com,club de golf bellechasse,unknown,clubdegolfbellechasse,TRUE,TRUE,TRUE,1.14292,
1045,parcmontagnedudiable.com,parc montagne du diable,unknown,parcmontagnedudiable,TRUE,TRUE,TRUE,2.54393,
1046,festivalsarrasin.com,festival de la galette de sarrasin de louiseville,unknown,unknown,TRUE,TRUE,TRUE,1.31234,
1047,web2france.com,web2france-wifi,unknown,unknown,TRUE,TRUE,TRUE,0.479702,
1048,auxfousbrassant.com,microbrasserie aux fous brassant,unknown,microbrasserie-aux-fous-brassant-332016783504124,TRUE,TRUE,FALSE,Non-functional (Timeout Error),
1049,asadelaloire.com,asa loire,unknown,unknown,TRUE,TRUE,TRUE,1.439241,
1050,delalande-peche.fr,delalande,delalandepeche,sarl.delalande.peche,TRUE,TRUE,TRUE,2.282521,
1051,restomax.com,restomax,restomax,restomaxsprl,TRUE,TRUE,TRUE,-1,403
1052,lamaisondhorbe.com,la maison d'horbé,unknown,lamaisondhorbe,TRUE,TRUE,TRUE,1.667332,
1053,nintendo-town.fr,nintendo-town,nintendotown,nintendotown,TRUE,TRUE,TRUE,1.795902,
1054,vinsduquebec.com,vins du québec,vinsduquebec,vinsduquebec,TRUE,TRUE,TRUE,2.122853,
1055,rosebar.ru,rose bar,unknown,rosebar.msc,TRUE,TRUE,TRUE,1.021934,
1056,surunarbreperche.com,sur un arbre perché,unknown,unknown,TRUE,TRUE,TRUE,2.397006,
1057,viajacobi4.ch,viajacobi4,unknown,unknown,TRUE,TRUE,TRUE,4.327938,
1058,biere-perle.com,brasserie perle,unknown,unknown,TRUE,TRUE,TRUE,2.140681,
1059,artisanspecialty.com,asiago d’allevo,unknown,artisan-specialty-foods-1423884267883443,TRUE,TRUE,FALSE,1.100235,
1060,le-chalet.fr,le chalet,unknown,lechaletrestauranthotelaxlesthermesariege,TRUE,TRUE,TRUE,0.81587,
1061,gaspor.com,fermesgasporfarms,unknown,fermesgaspor,TRUE,TRUE,TRUE,Non-functional (SSL Error),
1062,laurentdelporte.com,laurent delporte,laurentdelporte,laurentlouisdelporte,TRUE,TRUE,TRUE,2.109788,
1063,millas.es,millas,unknown,unknown,TRUE,TRUE,TRUE,1.439284,
1064,lasourisdagneau.fr,page de contact du restaurant la souris d'agneau,unknown,lasourisdagneau,TRUE,TRUE,TRUE,2.781894,
1065,kosybar.com,vue panoramique,unknown,unknown,TRUE,TRUE,TRUE,1.967832,
1066,studiodance13.com,studio dance 13,unknown,studiodance13,TRUE,TRUE,TRUE,2.626721,
1067,epicuriales.be,epicuriales de liège,epicuriales,epicuriales,TRUE,TRUE,TRUE,2.230247,
1068,,érablière bernard,unknown,erablierebernard,TRUE,TRUE,TRUE,-1,520
1069,hotelelitesion.ch,hôtel elite sion,unknown,hotelelitesion,TRUE,TRUE,TRUE,1.668791,
1070,champagne-guy-charbaut.com,champagne guy charbaut à mareuil-sur-ay près d'epernay,unknown,unknown,TRUE,TRUE,TRUE,1.110388,
1071,lechienfumant.com,le chien fumant,lechienfumant,lechienfumant,TRUE,TRUE,TRUE,-1,403
1072,chateaudepraz.ch,,unknown,unknown,TRUE,TRUE,TRUE,1.307545,
1073,jazzauphare.com,jazz au phare,jazzauphare,unknown,TRUE,TRUE,TRUE,2.065526,
1074,relaisentrecote.fr,le relais de l'entrecote,unknown,lerelaisdelentrecote,TRUE,TRUE,TRUE,2.102875,
1075,plazabowling.com,bowling plaza,unknown,plazabowlinggq,TRUE,TRUE,TRUE,1.449591,
1076,maisonreignier.com,maison reignier,unknown,unknown,TRUE,TRUE,TRUE,3.325724,
1077,cafepassion.ca,café passion,unknown,cafepassion,TRUE,TRUE,TRUE,0.558217,
1078,trimartolod.fr,tri martolod,unknown,brasserie-tri-martolod-officiel-1650524331883308,TRUE,TRUE,FALSE,3.082517,
1079,sautter-pomor.fr,sautter pom'or,unknown,sautter-pomor-582758715069104,TRUE,TRUE,FALSE,2.738184,
1080,gites-mosaiques.com,,unknown,gites.mosaiques.guadeloupe,TRUE,TRUE,TRUE,2.345113,
1081,gourmetsauvage.ca,gourmet sauvage,unknown,gourmetsauvage,TRUE,TRUE,TRUE,1.005723,
1082,cuisine-japon.fr,cuisine japon,cuisine_japon,cuisine.japon,TRUE,TRUE,TRUE,-1,403
1083,cannelleboulangerie.com,boulangerie cannelle,unknown,cannelleboulangerie,TRUE,TRUE,TRUE,1.065608,
1084,mappavini.com,mappavini,mappavini,mappavini,TRUE,TRUE,TRUE,2.253153,
1085,restaurant-lestagnol.fr,restaurant l'estagnol,unknown,restaurantlestagnol,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1086,lattucabarbecue.ca,lattuca barbecue,lattucabarbecue,lattucabarbecue,TRUE,TRUE,TRUE,2.287886,
1087,lepradinas.fr,le pradinas,unknown,hotel.pradinas,TRUE,TRUE,TRUE,3.254426,
1088,lesarahb.fr,le sarah b,unknown,lesarahb.larochebernard,TRUE,TRUE,TRUE,1.408728,
1089,dinersinsolites.com,dinersinsolites,unknown,unknown,TRUE,TRUE,TRUE,2.255562,
1090,bricoleursdedouceurs.fr,bricoleurs de douceurs,unknown,bricoleursdedouceurs,TRUE,TRUE,TRUE,1.312744,
1091,diruy.fr,diruy,unknown,unknown,TRUE,TRUE,TRUE,0.475245,
1092,chateau-jaubertie.com,chateau de la jaubertie,unknown,unknown,TRUE,TRUE,TRUE,0.827534,
1093,restaurant-lesterrasses.com,les terrasses,unknown,unknown,TRUE,TRUE,TRUE,1.163765,
1094,auboutdelalangue.com,au bout de la langue,unknown,auboutdelalangue,TRUE,TRUE,TRUE,2.526506,
1095,smartbeer.ch,smartbeer,unknown,smartbeer.ch,TRUE,TRUE,TRUE,1.725553,
1096,domaine-allemand.com,tous droits réservés – domaine allemand,domaineallemand,domaineallemand,TRUE,TRUE,TRUE,3.947868,
1097,clevercoffee.dk,clevercoffee,clevercoffeedk,clevercoffee,TRUE,TRUE,TRUE,0.796233,
1098,sheheraz.com,palais sheherazade,unknown,unknown,TRUE,TRUE,TRUE,0.771254,
1099,postinfo.net,postinfo,postinfo_intl,unknown,TRUE,TRUE,TRUE,1.700248,
1100,marcheduvillage.com,marché du village,unknown,marcheduvillage,TRUE,TRUE,TRUE,-1,406
1101,wlaps.com,wlaps,wlapstravel,wlapstravel,TRUE,TRUE,TRUE,1.368342,
1102,lydianeautourdumonde.com,lydiane autour du monde,unknown,lydianeautourdumonde,TRUE,TRUE,TRUE,0.829042,
1103,unoeilensalle.fr,un oeil en salle,unoeilensalle,unoeilensalle,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1104,lesmoustachesenvadrouille.com,les moustaches en vadrouille,unknown,lesmoustachesenvadrouille,TRUE,TRUE,TRUE,3.017621,
1105,chateau-giscours.com,château giscours,giscours_gcc,chateaugiscours,TRUE,TRUE,TRUE,1.261279,
1106,bralima.net,bralima,unknown,bralima.sarl,TRUE,TRUE,TRUE,2.164644,
1107,ludikquebec.com,ludikquebec,unknown,ludikquebec,TRUE,TRUE,TRUE,1.28781,
1108,leffetboeuf.bzh,l'effet boeuf,unknown,leffetboeufdouarnenez,TRUE,TRUE,TRUE,0.743128,
1109,hoteldunord-ardeche.com,,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1110,decision.vodka,decision vodka,decisionvodka,decisionvodka,TRUE,TRUE,TRUE,-1,404
1111,lewebde.com,lewebde,lewebde,lewebde,TRUE,TRUE,TRUE,1.46983,
1112,lepiratedelaval.ca,le pirate de laval,unknown,lepiratedelaval,TRUE,TRUE,TRUE,0.534659,
1113,campingsablesvignierplage.com,sables vignier par tuvedlacom,unknown,camping-les-sables-vigniers-plage-101623633226429,TRUE,TRUE,FALSE,0.836897,
1114,clipimage.net,clipimage,unknown,unknown,TRUE,TRUE,TRUE,0.621132,
1115,bancel-charcuterie.com,bancel charcuterie,unknown,unknown,TRUE,TRUE,TRUE,0.718047,
1116,microleprospecteur.ca,microbrasserie le prospecteur,unknown,unknown,TRUE,TRUE,TRUE,2.310579,
1117,moulin7.com,microbrasserie moulin 7,unknown,moulin7microbrasserie,TRUE,TRUE,TRUE,1.819975,
1118,specialiteslyonnaises.fr,spécialités lyonnaises,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Connection Error),
1119,alimentation-integrative.fr,gabriella tamas,unknown,unknown,TRUE,TRUE,TRUE,1.242495,
1120,lesfeetardes.fr,les féetardes,unknown,les.feetardes,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1121,clairmont.fr,clairmont,unknown,clairmontcrozeshermitage,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1122,gagygnole.ch,gagygnole,unknown,gagygnole,TRUE,TRUE,TRUE,4.319516,
1123,jeangilletta.com,jeangilletta,unknown,unknown,TRUE,TRUE,TRUE,1.764966,
1124,abacai.fr,abaçai,abacai_fr,abacai.fr,TRUE,TRUE,TRUE,1.875093,
1125,maisonnomade.paris,maison nomade,unknown,lamaisonnomade,TRUE,TRUE,TRUE,-1,404
1126,zecamp.fr,zecamp vercors,unknown,loiszecamp,TRUE,TRUE,TRUE,2.69092,
1127,boutiquephotographique.com,boutiquephotographique,boutiquephotog1,boutiquephotographique,TRUE,TRUE,TRUE,1.042629,
1128,boutiquelecargo.com,boutique le cargo,unknown,boutique-le-cargo-793207994109447,TRUE,TRUE,FALSE,1.17058,
1129,leclosmirande.fr,le clos mirande,unknown,leclosmirande,TRUE,TRUE,TRUE,2.778632,
1130,legrandrefectoire.com,restaurant grand hôtel-dieu lyon,unknown,legrandrefectoire,TRUE,TRUE,TRUE,3.849448,
1131,aux-retrouvailles.com,aux retrouvailles,unknown,aux.retrouvailles.crea,TRUE,TRUE,TRUE,3.050971,
1132,veirmagazine.com,veìr magazine,veirmagazine,veirmagazine,TRUE,TRUE,TRUE,2.34342,
1133,alleatone.fr,all eat one,unknown,alleatone,TRUE,TRUE,TRUE,0.868254,
1134,lebarteleur.com,le barteleur,unknown,unknown,TRUE,TRUE,TRUE,4.152516,
1135,coinhood.io,coinhood,coinhood_io,unknown,TRUE,TRUE,TRUE,Non-functional (Connection Error),
1136,la-croix-gites.fr,la croix gîtes pour réunions familles,unknown,unknown,TRUE,TRUE,TRUE,3.795259,
1137,maison-burgarella.fr,maison burgarella,unknown,maisonburgarella,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1138,lespigeonsdemesquer.com,les pigeons de mesquer,unknown,unknown,TRUE,TRUE,TRUE,2.470811,
1139,lebiodejeanne.com,le bio de jeanne,unknown,unknown,TRUE,TRUE,TRUE,1.516571,
1140,green2green.com,green 2 green,unknown,green2greenfr,TRUE,TRUE,TRUE,2.093311,
1141,traiteur-touraine.fr,rousseau traiteur,unknown,unknown,TRUE,TRUE,TRUE,5.247064,
1142,diabetcontrol.com,diabet control,unknown,unknown,TRUE,TRUE,TRUE,-1,403
1143,uvavinhos.com.br,uva vinhos,unknown,uvavinhos,TRUE,TRUE,TRUE,1.57993,
1144,bonbouquetcafe.fr,bon bouquet café,unknown,unknown,TRUE,TRUE,TRUE,2.193653,
1145,lecolletdauron.fr,le collet d'auron,unknown,unknown,TRUE,TRUE,TRUE,0.715827,
1146,legalloromain.fr,le gallo romain,unknown,le-gallo-romain-729767860814232,TRUE,TRUE,FALSE,Non-functional (Timeout Error),
1147,vineaste.com,vineaste,unknown,unknown,TRUE,TRUE,TRUE,2.587722,
1148,mamma-tutti.fr,mamma tutti,unknown,unknown,TRUE,TRUE,TRUE,2.891976,
1149,maison-perla.fr,maison perla,unknown,unknown,TRUE,TRUE,TRUE,3.037969,
1150,lepanierdor.fr,le panier d'or,unknown,unknown,TRUE,TRUE,TRUE,1.008658,
1151,delarose.fr,delarose,unknown,isadora.delarose,TRUE,TRUE,TRUE,-1,403
1152,abestit.fr,l'abestit,l_abestit,labestit.fr,TRUE,TRUE,TRUE,-1,403
1153,consul.ch,cave du consul,unknown,caveduconsul,TRUE,TRUE,TRUE,1.182683,
1154,gruppomimo.com,gruppomimo,unknown,unknown,TRUE,TRUE,TRUE,1.908668,
1155,patisserieteemuaura.fi,patisserie teemu aura,unknown,patisserieteemuaura,TRUE,TRUE,TRUE,4.403875,
1156,monboum.fr,mon boum,unknown,unknown,TRUE,TRUE,TRUE,3.0006,
1157,jachetealabaule.fr,,unknown,unknown,TRUE,TRUE,TRUE,1.289457,
1158,hanaki.fr,hanaki,unknown,sushihanakiofficiel,TRUE,TRUE,TRUE,2.753357,
1159,lottoman27.fr,,unknown,unknown,TRUE,TRUE,TRUE,3.430944,
1160,vagabon-mof.fr,vagabon mof,unknown,unknown,TRUE,TRUE,TRUE,0.690516,
1161,chateaulinsouciance.fr,château l'insouciance,unknown,unknown,TRUE,TRUE,TRUE,-1,500
1162,comm-in-lot.fr,comm'in lot,unknown,unknown,TRUE,TRUE,TRUE,1.428803,
1163,baanmeh.fr,baan meh,unknown,unknown,TRUE,TRUE,TRUE,0.510821,
1164,beaujolaisandco.fr,beaujolaisandco,unknown,beaujolaisandco,TRUE,TRUE,TRUE,0.837798,
1165,amasiam.com,amasiam,unknown,unknown,TRUE,TRUE,TRUE,2.679164,
1166,lamerenda.fr,la merenda by dominique le stanc,unknown,unknown,TRUE,TRUE,TRUE,0.90119,
1167,grandchampagnehelsinki.fi,grand champagne helsinki,ceestashop,grandchampagnehelsinki,TRUE,TRUE,TRUE,1.626695,
1168,lileauxburgers.com,l'île aux burgers,unknown,unknown,TRUE,TRUE,TRUE,3.878692,
1169,ma-sauce-burger.com,ma sauce burger,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1170,rmana.fr,mana,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1171,frenchsmoker.fr,french smoker,frenchsmokerf,frenchsmoker.fr,TRUE,TRUE,TRUE,2.429554,
1172,lagrilladeniko.eu,la grillade chez nikos,unknown,lagrilladeniko.be,TRUE,TRUE,TRUE,0.66255,
1173,hotel-restaurant-lacharbonnade.lu,la charbonnade,unknown,unknown,TRUE,TRUE,TRUE,4.116818,
1174,by-talia.com,by talia,taliahubble,unknown,TRUE,TRUE,TRUE,-1,404
1175,hoba.paris,hoba,unknown,hoba.paris17,TRUE,TRUE,TRUE,2.345298,
1176,nasti.vin,nasti marchand de vin,unknown,unknown,TRUE,TRUE,TRUE,1.353339,
1177,oshiwa.fr,oshiwa,unknown,unknown,TRUE,TRUE,TRUE,1.332495,
1178,plugandpos.com,modullo easystore,unknown,unknown,TRUE,TRUE,TRUE,2.177515,
1179,lesclesdemacave.fr,les clés de ma cave,unknown,lesclesdemacave,TRUE,TRUE,TRUE,0.547611,
1180,francesco.cafe,francesco,elcafefrancesco,unknown,TRUE,TRUE,TRUE,4.408966,
1181,ldv91.com,,unknown,unknown,TRUE,TRUE,TRUE,1.593307,
1182,quernon.fr,boutique officielle,unknown,lamaisonduquernon,TRUE,TRUE,TRUE,1.522184,
1183,bullesderuche.fr,bulles de ruche,unknown,bullesderuche,TRUE,TRUE,TRUE,1.965819,
1184,lbcakedesign.com,lb cake design,unknown,lbcakedesign,TRUE,TRUE,TRUE,3.01362,
1185,hotel-de-france-paris.fr,,unknown,unknown,TRUE,TRUE,TRUE,2.277892,
1186,alfred-shop.be,alfred,unknown,unknown,TRUE,TRUE,TRUE,1.766094,
1187,thierryrodolphe.com,thierry rodolphe,thierryrodolphe,cheflyon.thierryrodolphe,TRUE,TRUE,TRUE,1.799873,
1188,restaurant-esushi.com,e sushi franchise,unknown,unknown,TRUE,TRUE,TRUE,2.24473,
1189,frutsy.fr,frutsy,unknown,unknown,TRUE,TRUE,TRUE,1.52348,
1190,domaine-du-tix.com,domaine du tix,unknown,unknown,TRUE,TRUE,TRUE,3.740989,
1191,aglae-paniers.fr,aglaé,unknown,unknown,TRUE,TRUE,TRUE,0.835699,
1192,yanasteudel.com,yanasteudel,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1193,la-casa-de-pizza.com,,unknown,unknown,TRUE,TRUE,TRUE,1.187671,
1194,nouvellesgastronomiques.com,une pluie de médailles lors de la soirée cma all stars,unknown,nouvellesgastronomiques,TRUE,TRUE,TRUE,-1,403
1195,reflexionsetgourmandises.com,réflexions et gourmandises,unknown,unknown,TRUE,TRUE,TRUE,1.264094,
1196,maisondebacon.fr,maison de bacon,unknown,unknown,TRUE,TRUE,TRUE,3.001724,
1197,mpepite.fr,mpépite,unknown,unknown,TRUE,TRUE,TRUE,2.504193,
1198,simonelerestolacave.com,"simone le resto, la cave",unknown,simone-le-resto-la-cave-177385032430527,TRUE,TRUE,FALSE,1.839466,
1199,bocco-locco.fr,bocco locco,unknown,boccolocco,TRUE,TRUE,TRUE,Non-functional (Connection Error),
1200,saveurs-dasie.be,saveurs d’asie,unknown,unknown,TRUE,TRUE,TRUE,1.656601,
1201,distillerie-seine.fr,distillerie de la seine,unknown,unknown,TRUE,TRUE,TRUE,2.793079,
1202,lesfermesdisabelle.com,les fermes d’isabelle,unknown,lesfermesdisabelle,TRUE,TRUE,TRUE,2.732044,
1203,tetedecourse.ch,tete de course,unknown,unknown,TRUE,TRUE,TRUE,5.336141,
1204,larecetteparfaite.com,,unknown,unknown,TRUE,TRUE,TRUE,2.347516,
1205,chez-alfred.be,alfred,unknown,alfred.bruxelles,TRUE,TRUE,TRUE,Non-functional (Connection Error),
1206,quoimangercesoir.fr,quoi manger ce soir,unknown,unknown,TRUE,TRUE,TRUE,-1,403
1207,douze.paris,douze,unknown,douze.paris12,TRUE,TRUE,TRUE,0.576334,
1208,airmailcocktail.com,airmail cocktail,unknown,airmailcocktail,TRUE,TRUE,TRUE,0.8989,
1209,hotelverso.ca,hôtel verso,unknown,unknown,TRUE,TRUE,TRUE,1.716144,
1210,poustagnacq.fr,le moulin de poustagnacq,unknown,lemoulindepoustagnacq,TRUE,TRUE,TRUE,2.948879,
1211,cervesaguineu.com,cervesa guineu,unknown,cervesaguineu,TRUE,TRUE,TRUE,1.961657,
1212,brasserie90.com,brasserie 90,unknown,brasserie90,TRUE,TRUE,TRUE,1.189185,
1213,maison-laudacius.com,maison laudacius,unknown,maisonlaudacius,TRUE,TRUE,TRUE,3.346342,
1214,lecatamaran-luximer.com,la boutique by luximer,unknown,unknown,TRUE,TRUE,TRUE,2.690861,
1215,painaturel.ch,esprit nature pain au levain,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1216,whereiskomess.com,where is komess,unknown,whereiskomess,TRUE,TRUE,TRUE,0.472095,
1217,ma-terre.ch,terre,unknown,materregeneve,TRUE,TRUE,TRUE,2.249601,
1218,misterpaella.bzh,mister paëlla,unknown,misterpaellabretagne,TRUE,TRUE,TRUE,4.786594,
1219,strip-tease-a-domicile-paris.fr,striptease à domicile,unknown,unknown,TRUE,TRUE,TRUE,1.447202,
1220,carnetsnature.com,carnets nature,unknown,unknown,TRUE,TRUE,TRUE,4.041303,
1221,lanuitshanghai.ca,la nuit shanghai,unknown,lanuitshanghaidix30,TRUE,TRUE,TRUE,2.765611,
1222,platsbonappetit.com,plat bon appetit,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1223,chamasburger.com,chamas burger,unknown,chamas-burger-110600970706224,TRUE,TRUE,FALSE,2.278675,
1224,pipalottes.com,pipalottes,unknown,unknown,TRUE,TRUE,TRUE,Non-functional (SSL Error),
1225,chateauterrevieille.com,château terre vieille,unknown,chateauterrevieille,TRUE,TRUE,TRUE,1.81228,
1226,restauranth3.ca,restaurant h3,restaurant_h3,restaurant-h3-226850978650187,TRUE,TRUE,FALSE,1.612804,
1227,babkazana.com,babka zana,unknown,unknown,TRUE,TRUE,TRUE,3.766068,
1228,fullylocal.ch,devenir membre,unknown,unknown,TRUE,TRUE,TRUE,3.127897,
1229,elixirs-dexception.com,elixirs d'exception,unknown,dgelixirsdexception,TRUE,TRUE,TRUE,-1,403
1230,grrreat.ch,grrreat,unknown,unknown,TRUE,TRUE,TRUE,2.572335,
1231,lemess.be,le mess,unknown,lemessrestaurant,TRUE,TRUE,TRUE,2.523986,
1232,ile-de-la-reunion.net,ile de la réunion,idlr97460,luxiledelareunion,TRUE,TRUE,TRUE,0.671349,
1233,chateau-avrille.com,château d'avrillé,unknown,unknown,TRUE,TRUE,TRUE,1.42773,
1234,restaurantlaroutebleue.com,la route bleue,unknown,unknown,TRUE,TRUE,TRUE,-1,403
1235,cazac-co.com,cazac & co,unknown,unknown,TRUE,TRUE,TRUE,4.23157,
1236,petitdrive.fr,petit drive,unknown,petitdrive,TRUE,TRUE,TRUE,1.980514,
1237,valandraud.fr,château valandraud,unknown,chateauvalandraud,TRUE,TRUE,TRUE,3.529964,
1238,poulet-rouge.ca,poulet rouge restaurants,unknown,pouletrougefranchise,TRUE,TRUE,TRUE,-1,403
1239,vindesavoie.fr,vin de savoie,unknown,unknown,TRUE,TRUE,TRUE,1.060111,
1240,la-patte-dours.fr,,unknown,unknown,TRUE,TRUE,TRUE,-1,403
1241,lesvignoblesdemaxime.com,les vignobles de maxime,unknown,lesvignoblesdemaxime,TRUE,TRUE,TRUE,1.907404,
1242,hotelcheribourg.com,hôtel cheribourg,unknown,hotelcheribourg,TRUE,TRUE,TRUE,1.472283,
1243,atterro.fr,l'atterro,unknown,unknown,TRUE,TRUE,TRUE,1.113145,
1244,maptiteville.fr,ma ptite ville,unknown,maptiteville.fr,TRUE,TRUE,TRUE,Non-functional (Connection Error),
1245,maison-sassy.com,maison sassy,maisonsassy,maisonsassy,TRUE,TRUE,TRUE,0.757894,
1246,lesjums-elles.com,,unknown,unknown,TRUE,TRUE,TRUE,2.908222,
1247,thecallof.com,the call of,unknown,unknown,TRUE,TRUE,TRUE,0.579134,
1248,farinebasilic.com,farine basilic inc,unknown,farinebasilic,TRUE,TRUE,TRUE,2.254218,
1249,ma-cuillere.fr,ma cuillère,unknown,unknown,TRUE,TRUE,TRUE,1.098196,
1250,stephanepitre.fr,stéphane pitré,unknown,stephanepitre.chef,TRUE,TRUE,TRUE,0.739479,
1251,restaurantlafavouille.fr,restaurant la favouille,unknown,restaurant-la-favouille-193688067351314,TRUE,TRUE,FALSE,4.597254,
1252,helicohotels.com,helico hotels,unknown,helicohotels,TRUE,TRUE,TRUE,1.768765,
1253,hotellevictorin.com,hôtel le victorin,unknown,unknown,TRUE,TRUE,TRUE,2.501802,
1254,smala.brussels,– smala,unknown,smalafarming,FALSE,TRUE,TRUE,0.47889,
1255,envoleesgourmandes.com,gourmet flights,unknown,unknown,TRUE,TRUE,TRUE,1.111276,
1256,chateaubelairlaroyere.com,château bel,unknown,chateaubelairlaroyere,TRUE,TRUE,TRUE,2.668554,
1257,mache.restaurant,mâche,unknown,unknown,FALSE,TRUE,TRUE,1.670655,
1258,visite360.ma,visite360,unknown,visite360maroc,TRUE,TRUE,TRUE,-1,406
1259,vin-cascastel.com,vins de cascastel,unknown,lesmaitresvigneronsdecascastel,TRUE,TRUE,TRUE,4.552529,
1260,moulindelafare.fr,le moulin de la fare,unknown,unknown,TRUE,TRUE,TRUE,2.653362,
1261,labullerie.com,la bullerie,unknown,vignoblelabullerie,TRUE,TRUE,TRUE,0.509989,
1262,domainedelabbaye.ch,domaine de l'abbaye,unknown,unknown,TRUE,TRUE,TRUE,1.50102,
1263,hotel-wolf.fr,hotel-restaurant wolf,unknown,hotelwolfmarkstein,TRUE,TRUE,TRUE,Non-functional (Timeout Error),
1264,le-castel.ca,le castel,unknown,lecastel1954,TRUE,TRUE,TRUE,1.640646,
1265,lesansot.com,le sansot,le_sansot,lesansot,TRUE,TRUE,TRUE,2.629911,
1266,restaurant-sept.fr,restaurant sept,unknown,restaurantsept,TRUE,TRUE,TRUE,2.149568,
1267,duforttraiteur.com,dufort traiteur,unknown,dufortraiteur,TRUE,TRUE,TRUE,2.974617,
1268,digitalpub.ma,tous les droits réserver,unknown,unknown,TRUE,TRUE,TRUE,3.015381,
1269,berthet-bondet.com,domaine berthet-bondet,unknown,domaineberthetbondet,TRUE,TRUE,TRUE,0.769025,
